timestamp,axis0,axis1,axis2,axis3,button0,button1,button2,button3,button4,button5,button6,button7,button8,button9,button10,button11,button12
1755588522.8170142,-1.0,-0.8046875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588522.8275442,-1.0,-0.84375,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588522.8388124,-1.0,-0.890625,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588522.8504362,-0.96875,-0.921875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588522.8617997,-0.9609375,-0.9296875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588522.8724637,-0.9609375,-0.9296875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588522.883824,-0.953125,-0.9296875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588522.8948793,-0.953125,-0.9296875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588522.9054472,-0.9609375,-0.9296875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588522.916493,-0.7109375,-0.7734375,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588522.9273832,-0.1484375,-0.3359375,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588522.9382389,0.13494873046875,0.031768798828125,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588522.9486873,0.261932373046875,0.19842529296875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588522.9589493,0.547607421875,0.5555419921875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588522.9691722,0.85711669921875,0.999969482421875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588522.9802601,0.85711669921875,0.999969482421875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588522.9906447,0.85711669921875,0.999969482421875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.0015683,0.84124755859375,0.999969482421875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.012983,0.83331298828125,0.999969482421875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.0238593,0.83331298828125,0.999969482421875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.03441,0.746002197265625,0.999969482421875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.0449893,0.730133056640625,0.999969482421875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.055398,0.730133056640625,0.999969482421875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.0664995,0.82537841796875,0.999969482421875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.0775456,0.85711669921875,0.999969482421875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.0887043,0.87298583984375,0.999969482421875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.098932,0.86505126953125,0.999969482421875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.1095767,0.84918212890625,0.999969482421875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.120541,-0.4765625,0.317474365234375,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.131783,-1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.1422107,-1.0,-0.234375,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.1528034,-1.0,-0.4375,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.1635873,-1.0,-0.5234375,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.1740031,-1.0,-0.5546875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.1846223,-1.0,-0.59375,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.1957262,-1.0,-0.671875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.207131,-1.0,-0.734375,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.2177265,-1.0,-0.7890625,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.2287362,-1.0,-0.828125,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.239292,-0.9921875,-0.8984375,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.2504332,-0.6875,-0.8828125,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.2615457,-0.1875,-0.7421875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.2727199,0.293670654296875,-0.4296875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.2832732,0.682525634765625,-0.234375,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.294204,0.91265869140625,-0.0859375,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.3047655,0.999969482421875,0.063507080078125,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.3151603,0.999969482421875,0.16668701171875,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.3257692,0.999969482421875,0.253997802734375,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1755588523.3360906,0.999969482421875,0.277801513671875,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.3466358,0.999969482421875,0.277801513671875,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.3569565,0.999969482421875,0.285736083984375,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.3678665,0.999969482421875,0.333343505859375,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.3790023,0.999969482421875,0.333343505859375,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.389603,0.89678955078125,0.325408935546875,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.4007256,-0.140625,0.11114501953125,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.411741,-0.3125,0.11907958984375,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.4221408,-0.7421875,0.19049072265625,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.4327557,-1.0,0.301605224609375,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.4434621,-1.0,0.325408935546875,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.4538076,-1.0,0.341278076171875,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.464381,-1.0,0.396820068359375,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.4746652,-1.0,0.4444580078125,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.485885,-1.0,0.5,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.4964778,-1.0,0.5634765625,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.5075364,-1.0,0.587310791015625,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.5186307,-0.59375,0.603179931640625,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.5296943,0.23016357421875,0.5555419921875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.5406141,0.83331298828125,0.515869140625,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.5508254,0.999969482421875,0.5238037109375,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.5613983,0.999969482421875,0.357147216796875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.5725148,0.999969482421875,0.325408935546875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.5830534,0.999969482421875,0.24603271484375,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.5940113,0.999969482421875,0.023834228515625,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.6045766,0.999969482421875,-0.015625,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0
1755588523.6155908,0.999969482421875,-0.0859375,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0
1755588523.626605,0.999969482421875,-0.515625,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0
1755588523.6375728,0.999969482421875,-0.796875,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0
1755588523.648859,0.714263916015625,-1.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0
1755588523.6605463,0.24603271484375,-1.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0
1755588523.6718802,-0.1796875,-1.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0
1755588523.6833236,-0.4375,-1.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0
1755588523.6944532,-0.515625,-1.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0
1755588523.704927,-0.828125,-1.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0
1755588523.7154872,-0.9375,-0.953125,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0
1755588523.7265282,-1.0,-0.796875,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0
1755588523.7376714,-1.0,-0.4453125,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.7483468,-1.0,-0.3125,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.7586427,-1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.769428,-1.0,0.5634765625,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.7805002,-0.96875,0.91265869140625,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.7910197,-0.90625,0.968231201171875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.801574,-0.2578125,0.999969482421875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.8126965,-0.15625,0.999969482421875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.8237922,0.0,0.999969482421875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.8346992,0.13494873046875,0.999969482421875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.8454318,0.404754638671875,0.999969482421875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588523.8557744,0.928558349609375,0.960296630859375,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.8662496,0.999969482421875,0.80157470703125,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.8774989,0.999969482421875,0.4365234375,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
1755588523.887784,0.999969482421875,0.007965087890625,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0
1755588523.8983562,0.999969482421875,-0.09375,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0
1755588523.9095113,0.999969482421875,-0.2578125,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0
1755588523.9204376,0.999969482421875,-0.78125,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0
1755588523.9307,0.968231201171875,-0.90625,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0
1755588523.9411695,0.87298583984375,-1.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0
1755588523.9525058,0.317474365234375,-1.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0
1755588523.962759,0.0,-1.0,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0
1755588523.973383,-0.1171875,-1.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0
1755588523.9839172,-0.515625,-1.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0
1755588523.9944587,-0.734375,-1.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0
1755588524.0051582,-0.859375,-1.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0
1755588524.015701,-1.0,-0.8984375,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0
1755588524.0263348,-1.0,-0.8203125,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.0366971,-1.0,-0.65625,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.0468671,-1.0,-0.3671875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.057393,-0.2734375,0.24603271484375,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.0676298,0.0,0.5396728515625,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.0785747,0.46826171875,0.999969482421875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.0893567,0.53173828125,0.999969482421875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.100595,0.5714111328125,0.999969482421875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.1117034,0.76983642578125,0.999969482421875,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
1755588524.1228483,0.90472412109375,0.976165771484375,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
1755588524.1333778,0.928558349609375,0.960296630859375,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0
1755588524.1438987,0.999969482421875,0.658721923828125,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0
1755588524.1544304,0.999969482421875,0.333343505859375,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0
1755588524.1649437,0.999969482421875,0.031768798828125,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0
1755588524.1752687,0.999969482421875,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0
1755588524.1863084,0.999969482421875,-0.421875,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0
1755588524.1968358,0.999969482421875,-0.7734375,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0
1755588524.207356,0.642852783203125,-1.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0
1755588524.2178712,-0.1484375,-1.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0
1755588524.2289164,-0.34375,-1.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0
1755588524.2394443,-0.59375,-1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.2503562,-0.8125,-1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.261681,-0.8984375,-0.9921875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.2724845,-1.0,-0.8828125,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.2835479,-1.0,-0.734375,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.2944999,-1.0,-0.671875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.304774,-1.0,-0.3671875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.3151824,-1.0,-0.0625,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.3263566,-0.5859375,0.12701416015625,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.3371708,0.023834228515625,0.15081787109375,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0
1755588524.3477147,0.13494873046875,0.031768798828125,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0
1755588524.358857,0.5634765625,-0.015625,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0
1755588524.3693745,0.999969482421875,-0.2265625,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0
1755588524.380398,0.999969482421875,-0.2265625,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0
1755588524.3905678,0.999969482421875,-0.2265625,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0
1755588524.401934,0.999969482421875,-0.140625,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.4129896,0.999969482421875,-0.078125,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.4233682,0.999969482421875,-0.0234375,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.4347174,0.999969482421875,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.445374,0.999969482421875,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.4556122,0.999969482421875,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.466176,0.999969482421875,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.4772956,0.999969482421875,0.039703369140625,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.4884217,0.999969482421875,0.261932373046875,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.4990907,0.682525634765625,0.341278076171875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.509619,0.24603271484375,0.357147216796875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.5204194,-1.0,0.75396728515625,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.5317173,-1.0,0.75396728515625,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.5425804,-1.0,0.75396728515625,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.553126,-1.0,0.76190185546875,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.5637991,-1.0,0.76190185546875,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.574042,-1.0,0.76190185546875,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.5849411,-1.0,0.76190185546875,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.5954695,-0.9140625,0.603179931640625,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.6063833,0.24603271484375,-0.171875,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.6169333,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.6278715,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.6384115,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.6494422,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.659809,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.6703746,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.6814258,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.691902,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.702408,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.7129595,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.724417,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.7354956,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.7467027,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.757746,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.7681098,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.7783365,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.7890534,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.7995858,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.8106842,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.8213193,0.0,-0.03125,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.8318682,-0.015625,-0.2265625,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.8433032,-0.0625,-0.4296875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.8545218,-0.1171875,-0.546875,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588524.864789,-0.3359375,-1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.87535,-0.6015625,-1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.885918,-0.609375,-1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.8969624,-0.6484375,-1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.9074974,-0.6484375,-1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.9186223,-0.7265625,-1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.9303916,-0.71875,-1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.940722,-0.7265625,-1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
1755588524.952052,-0.7265625,-1.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0
1755588524.9625707,-0.6328125,-1.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0
1755588524.9729595,-0.5078125,-0.953125,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.983523,-0.1171875,-0.65625,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
1755588524.9938936,0.22222900390625,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588525.0044537,0.5714111328125,0.341278076171875,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
1755588525.0154955,0.84124755859375,0.642852783203125,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1755588525.0260186,0.952362060546875,0.936492919921875,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1755588525.0368602,0.928558349609375,0.960296630859375,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1755588525.047407,0.730133056640625,0.999969482421875,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1755588525.057879,-0.1015625,-0.203125,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1755588525.0684187,0.079376220703125,0.23016357421875,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1755588525.078816,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
1755588525.0893593,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755588525.1004658,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0
